collegeId,collegeName,collegeSlug,city,state,legacyDivision,programId,programDivision,collegeConference,programConference,baseballWebsiteUrl
cmorirv7r0016qtm0u7tt6h9b,University of Georgia,university-of-georgia,Athens,GA,,cmorirv8g0018qtm0yypjywu7,NCAA_D1,,SEC,https://georgiadogs.com/sports/baseball
cmoss3uby002oqtao54kmml5m,University of Illinois,university-of-illinois,Champaign,IL,,cmoss3ucp002qqtaoodp62vry,NCAA_D1,,Big Ten,https://fightingillini.com/sports/baseball
cmou7wkcm00h9qt5s8asylqbg,University of Illinois Chicago,university-of-illinois-chicago,Chicago,IL,,cmou7wkdb00hbqt5sq7ok85hd,NCAA_D1,,Missouri Valley,https://uicflames.com/sports/baseball
cmoss3uew002uqtao33d0b37y,University of Iowa,university-of-iowa,Iowa City,IA,,cmoss3ufl002wqtaoqkam7j3s,NCAA_D1,,Big Ten,https://hawkeyesports.com/sports/baseball
cmosun04x004rqtlgmuopyesz,University of Kansas,university-of-kansas,Lawrence,KS,,cmosun05l004tqtlgtp5puhg6,NCAA_D1,,Big 12,https://kuathletics.com/sports/baseball
cmou3bzp7006oqtvos9t9rqg2,University of Louisiana Monroe,university-of-louisiana-monroe,Monroe,LA,,cmou3bzpy006qqtvoaa8o1moc,NCAA_D1,,Sun Belt,https://ulmwarhawks.com/sports/baseball
cmou3bzf30063qtvo9lhvxev8,University of Louisiana at Lafayette,university-of-louisiana-at-lafayette,Lafayette,LA,,cmou3bzfu0065qtvodm01sdij,NCAA_D1,,Sun Belt,https://ragincajuns.com/sports/baseball
cmou65qcx008uqt1ofivi6ige,University of Massachusetts Amherst,university-of-massachusetts-amherst,Amherst,MA,,cmou65qdo008wqt1opj95aftn,NCAA_D1,,MAC,https://umassathletics.com/sports/baseball
cmoss3uhm0030qtaobbllk1g1,University of Michigan,university-of-michigan,Ann Arbor,MI,,cmoss3uib0032qtaobpuy0tpv,NCAA_D1,,Big Ten,https://mgoblue.com/sports/baseball
cmosp9qk8001xqtygdf9x52ry,University of Mississippi,university-of-mississippi,Oxford,MS,,cmosp9qkw001zqtygt4z58ipw,NCAA_D1,,SEC,https://olemisssports.com/sports/baseball
cmosp9qmw0023qtygkzxzqlg0,University of Missouri,university-of-missouri,Columbia,MO,,cmosp9qo10025qtyg45ywi4vo,NCAA_D1,,SEC,https://mutigers.com/sports/baseball
cmou7y6mp00i3qtoc5mm3t20o,University of Nevada Las Vegas,university-of-nevada-las-vegas,Las Vegas,NV,,cmou7y6nf00i5qtoctswm2lrk,NCAA_D1,,Mountain West,https://unlvrebels.com/sports/baseball
cmou7y6o400i6qtocedeswv8d,University of Nevada Reno,university-of-nevada-reno,Reno,NV,,cmou7y6ov00i8qtoc0x1u0gup,NCAA_D1,,Mountain West,https://nevadawolfpack.com/sports/baseball
cmou7y6pk00i9qtoc6no7wm9t,University of New Mexico,university-of-new-mexico,Albuquerque,NM,,cmou7y6q900ibqtocgzh3fww5,NCAA_D1,,Mountain West,https://golobos.com/sports/baseball
cmorirv0y000rqtm0oi05g3yi,University of North Carolina Wilmington,university-of-north-carolina-wilmington,Wilmington,NC,,cmorirv1m000tqtm0dn123xhc,NCAA_D1,,CAA,https://uncwsports.com/sports/baseball
cmorihv4u000fqth8xhav3tg9,University of North Carolina at Chapel Hill,university-of-north-carolina-at-chapel-hill,Chapel Hill,NC,,cmorihv5i000hqth8642hp9ga,NCAA_D1,,ACC,https://goheels.com/sports/baseball
cmou57e7n007lqtdw6grlj0yo,University of North Carolina at Charlotte,university-of-north-carolina-at-charlotte,Charlotte,NC,,cmou57e8c007nqtdwb5t9ewz1,NCAA_D1,,AAC,https://charlotte49ers.com/sports/baseball
cmou7wkjz00hoqt5slulm7vp1,University of Northern Iowa,university-of-northern-iowa,Cedar Falls,IA,,cmou7wkkq00hqqt5swjrwwqte,NCAA_D1,,Missouri Valley,
cmosp9qpg0026qtygji5bwcu3,University of Oklahoma,university-of-oklahoma,Norman,OK,,cmosp9qq40028qtygnw3o8bf6,NCAA_D1,,SEC,https://soonersports.com/sports/baseball
cmossumsw0043qtpgqq3re2qg,University of Oregon,university-of-oregon,Eugene,OR,,cmossumtm0045qtpg75518v32,NCAA_D1,,Big Ten,https://goducks.com/sports/baseball
cmou7ektw00eiqtx8aqk8pgdt,University of Pennsylvania,university-of-pennsylvania,Philadelphia,PA,,cmou7ekum00ekqtx8zgid0z1w,NCAA_D1,,Ivy League,https://pennathletics.com/sports/baseball
cmou8eade00orqt6s9lh8sk91,University of San Diego,university-of-san-diego,San Diego,CA,,cmou8eae900otqt6skjewu9yf,NCAA_D1,,West Coast Conference,https://usdtoreros.com/sports/baseball
cmoeilurm0000qtiga2s54ybq,University of South Carolina,university-of-south-carolina,Columbia,SC,,cmoeiluu40002qtig2x8132f9,NCAA_D1,,SEC,https://gamecocksonline.com/sports/baseball/
cmou8259h00k6qtfouj8clleo,University of Tennessee at Martin,university-of-tennessee-at-martin,Martin,TN,,cmou825a600k8qtfoffoh32u6,NCAA_D1,,Ohio Valley,https://utmsports.com/sports/baseball
cmosp9qth002fqtyg9zds0e99,University of Texas,university-of-texas,Austin,TX,,cmosp9qu7002hqtygj0un0afw,NCAA_D1,,SEC,https://texaslonghorns.com/sports/baseball
cmou74gen00diqtbopd0cv1gz,University of Texas at El Paso,university-of-texas-at-el-paso,El Paso,TX,,cmou74gfe00dkqtboi4lonlfq,NCAA_D1,,Conference USA,https://utepminers.com/sports/baseball
cmosun0cp0059qtlgmyvx6gz3,University of Utah,university-of-utah,Salt Lake City,UT,,cmosun0dd005bqtlgtpmduubv,NCAA_D1,,Big 12,https://utahutes.com/sports/baseball
cmossumua0046qtpg7kokmi2a,University of Washington,university-of-washington,Seattle,WA,,cmossumuy0048qtpgu11ho5mb,NCAA_D1,,Big Ten,https://gohuskies.com/sports/baseball
cmoss3uty003rqtao20hszq6b,University of Wisconsin,wisconsin,Madison,WI,,cmoss3uul003tqtaotddkfhet,NCAA_D1,,Big Ten,
cmou7aqlg00drqt444d9q0hb5,University of Wisconsin Milwaukee,university-of-wisconsin-milwaukee,Milwaukee,WI,,cmou7aqm700dtqt44ajyx2t5y,NCAA_D1,,Horizon League,https://mkepanthers.com/sports/baseball
cmou7y70i00ixqtocvqf5dc9l,University of Wyoming,university-of-wyoming,Laramie,WY,,cmou7y71600izqtoch8lbz79k,NCAA_D1,,Mountain West,
cmou87s3r00lrqt8ol2e0mlz0,University of the Incarnate Word,university-of-the-incarnate-word,San Antonio,TX,,cmou87s4q00ltqt8ol7kpdfod,NCAA_D1,,Southland,https://uiwcardinals.com/sports/baseball
cmou3xrmc0079qt5sgo4w6bdl,Utah State University,utah-state-university,Logan,UT,,cmou3xrmy007bqt5sdj6v1ac2,NCAA_D1,,Mountain West,
cmou869zc00lcqtjkf80ewntk,Virginia Military Institute,virginia-military-institute,Lexington,VA,,cmou86a0000leqtjkppsxjgb6,NCAA_D1,,SoCon,https://vmikeydets.com/sports/baseball
cmou3xrnk007cqt5s6uwa48hy,Washington State University,washington-state-university,Pullman,WA,,cmou3xro6007eqt5s92zz2kml,NCAA_D1,,Pac-12,https://wsucougars.com/sports/baseball
cmou57emf008cqtdwbx84cqra,Wichita State University,wichita-state-university,Wichita,KS,,cmou57en3008eqtdwv2nmtif8,NCAA_D1,,AAC,https://goshockers.com/sports/baseball
cmou7aqjy00doqt44d0xwv16o,Wright State University,wright-state-university,Dayton,OH,,cmou7aqkp00dqqt444juv136m,NCAA_D1,,Horizon League,https://wsuraiders.com/sports/baseball
cmou7aqoh00dxqt44fbtxgn7d,Youngstown State University,youngstown-state-university,Youngstown,OH,,cmou7aqp900dzqt44qrllpw9b,NCAA_D1,,Horizon League,https://ysusports.com/sports/baseball
