athleticsHostname,groupSize,collegeId,collegeName,slug,city,state,canonicalDivision,baseballWebsiteUrl,importedCoachCount
njcaastats.prestosports.com,404,cmox2o0ny000fqtbkdjwm6sfi,Bronx Community College,bronx-community-college,,NY,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/bronxcommunitycollege,0
njcaastats.prestosports.com,404,cmox2o0pe000iqtbk5zpv57jm,Brookdale Community College,brookdale-community-college,,NJ,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/brookdalecommunitycollege,0
njcaastats.prestosports.com,404,cmox2350b000xqtfk7ry7jc8q,Brunswick Community College,brunswick-community-college,,NC,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/brunswickcommunitycollege,0
njcaastats.prestosports.com,404,cmox2351r0010qtfki4exm5ci,Bryant & Stratton,bryant-and-stratton,,OH,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/bryantstrattonohio,0
njcaastats.prestosports.com,404,cmox235370013qtfk8y2sxj30,Bryant & Stratton College,bryant-and-stratton-college,,WI,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/bryantstrattoncollegewi,0
njcaastats.prestosports.com,404,cmox2o0qy000lqtbkb5hvpuw9,Bunker Hill Community College,bunker-hill-community-college,,MA,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/bunkerhillcommunitycollege,0
njcaastats.prestosports.com,404,cmox1gfaz000uqtsg2kizpb3y,Butler Community College - KS,butler-community-college-ks,,KS,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/butlercommunitycollegeks,0
njcaastats.prestosports.com,404,cmox2359d001fqtfkt0k7hmwr,CC of Allegheny County,cc-of-allegheny-county,,PA,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/ccofalleghenycounty,0
njcaastats.prestosports.com,404,cmox235ap001iqtfkim5jqg9p,CCBC Catonsville,ccbc-catonsville,,MD,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/ccbccatonsville,0
njcaastats.prestosports.com,404,cmox235c3001lqtfkwf51n64p,CCBC Dundalk,ccbc-dundalk,,MD,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/ccbcdundalk,0
njcaastats.prestosports.com,404,cmox235di001oqtfk48ov0qw8,CCBC Essex,ccbc-essex,,MD,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/ccbcessex,0
njcaastats.prestosports.com,404,cmox2o0se000oqtbk5p23woms,Caldwell Community College & Technical Institute,caldwell-community-college-and-technical-institute,,NC,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/caldwellcommunitycollegetechnicali,0
njcaastats.prestosports.com,404,cmox1gfce000xqtsgvavjcgow,Calhoun Community College,calhoun-community-college,,AL,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/calhouncommunitycollege,0
njcaastats.prestosports.com,404,cmox2o0tx000rqtbkzs7n60v2,Camden County College,camden-county-college,,NJ,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/camdencountycollege,0
njcaastats.prestosports.com,404,cmox2o0vd000uqtbkyhkbt6ij,Camp Community College,camp-community-college,,VA,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/campcommunitycollege,0
njcaastats.prestosports.com,404,cmox2354r0016qtfkakmcyf2u,Carl Albert State College,carl-albert-state-college,,OK,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/carlalbertstatecollege,0
njcaastats.prestosports.com,404,cmox235690019qtfkbqjl2dwv,Carl Sandburg College,carl-sandburg-college,,IL,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/carlsandburgcollege,0
njcaastats.prestosports.com,404,cmox2357y001cqtfkolbve8a8,Catawba Valley Community College,catawba-valley-community-college,,NC,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/catawbavalleycommunitycollege,0
njcaastats.prestosports.com,404,cmox2o0wt000xqtbk9plqcdqd,Cayuga Community College,cayuga-community-college,,NY,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/cayugacommunitycollege,0
njcaastats.prestosports.com,404,cmox235ew001rqtfk7hveubl8,Cecil College,cecil-college,,MD,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/cecilcollege,0
njcaastats.prestosports.com,404,cmox235gc001uqtfklqh3okg2,Central Alabama Community College,central-alabama-community-college,,AL,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/centralalabamacommunitycollege,0
njcaastats.prestosports.com,404,cmox1gfdw0010qtsgqhkf3e53,Central Arizona College,central-arizona-college,,AZ,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/centralarizonacollege,0
njcaastats.prestosports.com,404,cmox2o0y90010qtbkd2383oke,Central Lakes College-Brainerd,central-lakes-college-brainerd,,MN,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/centrallakescollegebrainerd,0
njcaastats.prestosports.com,404,cmox2o0zq0013qtbkuh4wv7ct,Century College,century-college,,MN,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/centurycollege,0
njcaastats.prestosports.com,404,cmox235hr001xqtfk8edzbigb,Chandler-Gilbert Community College,chandler-gilbert-community-college,,AZ,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/chandlergilbertcommunitycollege,0
njcaastats.prestosports.com,404,cmox1gffa0013qtsgti41kyix,Chattahoochee Valley Community College,chattahoochee-valley-community-college,,AL,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/chattahoocheevalleycommunitycollege,0
njcaastats.prestosports.com,404,cmox1gfgo0016qtsgs9ugt5nt,Chattanooga State Community College,chattanooga-state-community-college,,TN,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/chattanoogastatecommunitycollege,0
njcaastats.prestosports.com,404,cmox235j70020qtfkl3uukpn3,Chesapeake College,chesapeake-college,,MD,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/chesapeakecollege,0
njcaastats.prestosports.com,404,cmox1gfi80019qtsgps2z311s,Chipola  College,chipola-college,,FL,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/chipolacollege,0
njcaastats.prestosports.com,404,cmox1gfjl001cqtsggloi1bif,Cisco College,cisco-college,,TX,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/ciscocollege,0
njcaastats.prestosports.com,404,cmox1gfl0001fqtsgrzw6ofzz,Clarendon College,clarendon-college,,TX,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/clarendoncollege,0
njcaastats.prestosports.com,404,cmox235km0023qtfkno6e1o10,Clark State College,clark-state-college,,OH,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/clarkstatecollege,0
njcaastats.prestosports.com,404,cmorjat750056qt4wgah72i8t,Cleveland Community College,cleveland-community-college,Shelby,NC,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/clevelandcommunitycollege,0
njcaastats.prestosports.com,404,cmox1gfme001iqtsg23nqcgwc,Cleveland State Community College,cleveland-state-community-college,,TN,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/clevelandstatecommunitycollege,0
njcaastats.prestosports.com,404,cmox1gfnw001lqtsg7fvs7z66,Cloud County Community College,cloud-county-community-college,,KS,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/cloudcountycommunitycollege,0
njcaastats.prestosports.com,404,cmox235nt0029qtfkhy9cb6k7,Coahoma Community College,coahoma-community-college,,MS,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/coahomacommunitycollege,0
njcaastats.prestosports.com,404,cmox235p7002cqtfkantrt3ir,Coastal Alabama - North,coastal-alabama-north,,AL,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/coastalalabamanorth,0
njcaastats.prestosports.com,404,cmox1gfp7001oqtsgbphrk1lp,Coastal Alabama - South,coastal-alabama-south,,AL,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/coastalalabamasouth,0
njcaastats.prestosports.com,404,cmox1gfqj001rqtsgskc12egd,Coastal Bend College,coastal-bend-college,,TX,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/coastalbendcollege,0
njcaastats.prestosports.com,404,cmox1gfrx001uqtsgjm4zjbds,Cochise College,cochise-college,,AZ,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/cochisecollege,0
njcaastats.prestosports.com,404,cmox1gft9001xqtsg5fezijcy,Coffeyville Community College,coffeyville-community-college,,KS,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/coffeyvillecommunitycollege,0
njcaastats.prestosports.com,404,cmox1gfum0020qtsgezoyy7fd,Colby Community College,colby-community-college,,KS,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/colbycommunitycollege,0
njcaastats.prestosports.com,404,cmox1gfvz0023qtsggc70ytsw,College of Central Florida,college-of-central-florida,,FL,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/collegeofcentralflorida,0
njcaastats.prestosports.com,404,cmox2o1170016qtbkgk4vxtdy,College of DuPage,college-of-dupage,,IL,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/collegeofdupage,0
njcaastats.prestosports.com,404,cmox235qm002fqtfkuqtlw0fr,College of Lake County,college-of-lake-county,,IL,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/collegeoflakecounty,0
njcaastats.prestosports.com,404,cmox1gfxe0026qtsgf9u98eeg,College of Southern Idaho,college-of-southern-idaho,,ID,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/collegeofsouthernidaho,0
njcaastats.prestosports.com,404,cmox235rz002iqtfkwm4d9287,College of Southern Maryland,college-of-southern-maryland,,ND,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/collegeofsouthernmaryland,0
njcaastats.prestosports.com,404,cmox1gfyv0029qtsgyyiotlq4,College of Southern Nevada,college-of-southern-nevada,,NV,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/collegeofsouthernnevada,0
njcaastats.prestosports.com,404,cmox1gg09002cqtsgt5n277or,Colorado Northwestern Community College,colorado-northwestern-community-college,,CO,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/coloradonorthwesterncommunitycollege,0
njcaastats.prestosports.com,404,cmox1gg1n002fqtsgwq02qnch,Columbia State Community College,columbia-state-community-college,,TN,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/columbiastatecommunitycollege,0
njcaastats.prestosports.com,404,cmox2o12r0019qtbkypzghh8j,Columbia-Greene Community College,columbia-greene-community-college,,NY,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/columbiagreenecommunitycollege,0
njcaastats.prestosports.com,404,cmox235tc002lqtfk1sxcqpye,Community Christian,community-christian,,MI,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/communitychristianmich,0
njcaastats.prestosports.com,404,cmox1gg33002iqtsgotxbo0qh,Community Christian College,community-christian-college,,CA,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/communitychristiancollege,0
njcaastats.prestosports.com,404,cmox2o14a001cqtbkkjdwv4pc,Community College of Rhode Island,community-college-of-rhode-island,,ND,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/communitycollegeofrhodeisland,0
njcaastats.prestosports.com,404,cmox1gg4l002lqtsgyq0efnp8,Connors State College,connors-state-college,,OK,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/connorsstatecollege,0
njcaastats.prestosports.com,404,cmox235us002oqtfk09b6cpem,Copiah-Lincoln Community College,copiah-lincoln-community-college,,MS,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/copiahlincolncommunitycollege,0
njcaastats.prestosports.com,404,cmox2o15r001fqtbkhc2n30hc,Corning Community College,corning-community-college,,NY,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/corningcommunitycollege,0
njcaastats.prestosports.com,404,cmox235w7002rqtfkd8q4an8m,County College of Morris,county-college-of-morris,,NJ,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/countycollegeofmorris,0
njcaastats.prestosports.com,404,cmox1gg5y002oqtsgw42c54te,Cowley County Community College,cowley-county-community-college,,KS,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/cowleycountycommunitycollege,0
njcaastats.prestosports.com,404,cmox235xm002uqtfk3u1hzfav,Cuyahoga Community College,cuyahoga-community-college,,OH,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/cuyahogacommunitycollege,0
njcaastats.prestosports.com,404,cmox235z0002xqtfki3pn4ocq,Dakota College at Bottineau,dakota-college-at-bottineau,,ND,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/dakotacollegeatbottineau,0
njcaastats.prestosports.com,404,cmox2360h0030qtfkmgkq6t1s,Dakota County Technical College,dakota-county-technical-college,,MN,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/dakotacountytechnicalcollege,0
njcaastats.prestosports.com,404,cmox2o178001iqtbkmn51skku,Dallas College Brookhaven,dallas-college-brookhaven,,TX,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/dallascollegebrookhaven,0
njcaastats.prestosports.com,404,cmox2o18n001lqtbkdqz5y4sf,Dallas College Cedar Valley,dallas-college-cedar-valley,,TX,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/dallascollegecedarvalley,0
njcaastats.prestosports.com,404,cmox2o1a4001oqtbkboswlf6h,Dallas College Eastfield,dallas-college-eastfield,,TX,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/dallascollegeeastfield,0
njcaastats.prestosports.com,404,cmox2o1bi001rqtbkyxbhum73,Dallas College Mountain View,dallas-college-mountain-view,,TX,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/dallascollegemountainview,0
njcaastats.prestosports.com,404,cmox2o1cx001uqtbkqil4dnpw,Dallas College North Lake,dallas-college-north-lake,,TX,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/dallascollegenorthlake,0
njcaastats.prestosports.com,404,cmox2o1ec001xqtbkg5cf6frm,Dallas College Richland,dallas-college-richland,,ND,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/dallascollegerichland,0
njcaastats.prestosports.com,404,cmox2362f0033qtfkvssb61xl,Danville Area Community College,danville-area-community-college,,IL,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/danvilleareacommunitycollege,0
njcaastats.prestosports.com,404,cmox2363r0036qtfkaf6r4wsy,Dawson Community College,dawson-community-college,,MT,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/dawsoncommunitycollege,0
njcaastats.prestosports.com,404,cmox1gg8t002uqtsgyoabv9e7,Daytona State College,daytona-state-college,,FL,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/daytonastatecollege,0
njcaastats.prestosports.com,404,cmox2o1ft0020qtbkwgvp79gu,Delaware County Community College,delaware-county-community-college,,PA,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/delawarecountycommunitycollege,0
njcaastats.prestosports.com,404,cmox236580039qtfk79pauoa6,Delaware Technical Community College,delaware-technical-community-college,,DE,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/delawaretechnicalcommunitycollege,0
njcaastats.prestosports.com,404,cmox1gga3002xqtsgnsdkdx19,Delgado Community College,delgado-community-college,,LA,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/delgadocommunitycollege,0
njcaastats.prestosports.com,404,cmox2o1h80023qtbkgkrhwidh,Delta College,delta-college,,MI,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/deltacollege,0
njcaastats.prestosports.com,404,cmox2366l003cqtfklwsmq2cv,Des Moines Area Community College,des-moines-area-community-college,,IA,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/desmoinesareacommunitycollege,0
njcaastats.prestosports.com,404,cmox1ggbg0030qtsgkd44qs0p,Dodge City Community College,dodge-city-community-college,,KS,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/dodgecitycommunitycollege,0
njcaastats.prestosports.com,404,cmox2o1iv0026qtbk20oox5ke,Dutchess Community College,dutchess-community-college,,NY,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/dutchesscommunitycollege,0
njcaastats.prestosports.com,404,cmox1ggcw0033qtsgry6iilxh,Dyersburg State Community College,dyersburg-state-community-college,,TN,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/dyersburgstatecommunitycollege,0
njcaastats.prestosports.com,404,cmox23683003fqtfkyhppeagg,East Central College,east-central-college,,MO,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/eastcentralcollege,0
njcaastats.prestosports.com,404,cmox2369i003iqtfki4kmid3s,East Central Community College,east-central-community-college,,MS,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/eastcentralcommunitycollege,0
njcaastats.prestosports.com,404,cmox1ggec0036qtsgc1zh6eat,East Georgia College,east-georgia-college,,GA,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/eastgeorgiacollege,0
njcaastats.prestosports.com,404,cmox236bb003lqtfk4mbc0epk,East Mississippi Community College,east-mississippi-community-college,,MS,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/eastmississippicommunitycollege,0
njcaastats.prestosports.com,404,cmox1ggfq0039qtsg3gztbswe,Eastern Arizona College,eastern-arizona-college,,AZ,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/easternarizonacollege,0
njcaastats.prestosports.com,404,cmox1ggh4003cqtsg8arxhmsm,Eastern Florida State College,eastern-florida-state-college,,FL,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/easternfloridastatecollege,0
njcaastats.prestosports.com,404,cmox1ggii003fqtsgde85zy4y,Eastern Oklahoma State College,eastern-oklahoma-state-college,,OK,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/easternoklahomastatecollege,0
njcaastats.prestosports.com,404,cmox236cq003oqtfk1m5g3msi,Edison State,edison-state,,OH,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/edisonstate,0
njcaastats.prestosports.com,404,cmox1ggjv003iqtsgin1vp932,El Paso Community College,el-paso-community-college,,TX,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/elpasocommunitycollege,0
njcaastats.prestosports.com,404,cmox236e6003rqtfkqnofz1qu,Elgin Community College,elgin-community-college,,IL,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/elgincommunitycollege,0
njcaastats.prestosports.com,404,cmox236fj003uqtfkrdfeu43v,Ellsworth Community College,ellsworth-community-college,,IA,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/ellsworthcommunitycollege,0
njcaastats.prestosports.com,404,cmox236gw003xqtfk0srlmsdg,Enterprise State Community College,enterprise-state-community-college,,AL,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/enterprisestatecommunitycollege,0
njcaastats.prestosports.com,404,cmox2o1ki0029qtbkqo99ycm8,Erie Community College,erie-community-college,,NY,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/eriecommunitycollege,0
njcaastats.prestosports.com,404,cmox236id0040qtfktpk0ftv4,Fayetteville Technical Community College,fayetteville-technical-community-college,,NC,NJCAA_D2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/fayettevilletechnicalcommunitycollege,0
njcaastats.prestosports.com,404,cmox2o1ly002cqtbko7xbptx3,Finger Lakes Community College,finger-lakes-community-college,,NY,NJCAA_D3,https://njcaastats.prestosports.com/sports/bsb/2024-25/div3/teams/fingerlakescommunitycollege,0
njcaastats.prestosports.com,404,cmorj0hif0040qtio7bope0o8,Florence-Darlington Technical College,florence-darlington-technical-college,Florence,SC,NJCAA_D1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/florencedarlingtontechnicalcollege,0
