name,slug,city,state,region,control,schoolType,websiteUrl,admissionsUrl,academicsUrl,majorsUrl,applicationUrl,financialAidUrl,tuitionInState,tuitionOutOfState,tuitionInternational,tuitionYear,enrollmentTotal,enrollmentUndergrad,acceptanceRate,graduationRate,dataSourceUrl,verificationStatus,baseballNickname,baseballWebsiteUrl,rosterUrl,scheduleUrl,campsUrl,questionnaireUrl,generalContactUrl,generalContactEmail,division,conference,logoUrl,currentRosterSize,averageGpa,scholarshipNotes,scholarshipInfoUrl,transferHeavy,jucoFriendly,baseballDataSourceUrl,baseballVerificationStatus
Amherst College,amherst-college,,MA,,PRIVATE,FOUR_YEAR,https://www.amherst.edu,,,,,,70480,70480,70480,2026,1911,1911,0.0901,0.939,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://athletics.amherst.edu/landing/index,,,,,,,NCAA_D3,New England Small College Athletic Conference,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Anderson University (Indiana),anderson-university-indiana,,IN,,PRIVATE,FOUR_YEAR,https://www.anderson.edu,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://athletics.anderson.edu,,,,,,,NCAA_D3,Heartland Collegiate Athletic Conference,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Anna Maria College,anna-maria-college,,MA,,PRIVATE,FOUR_YEAR,https://www.annamaria.edu,,,,,,44571,44571,44571,2026,906,906,0.503,0.4623,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://goamcats.com/landing/index,,,,,,,NCAA_D3,Massachusetts State Collegiate Athletic Conference,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Arcadia University,arcadia-university,,PA,,PRIVATE,FOUR_YEAR,https://www.arcadia.edu,,,,,,49610,49610,49610,2026,1948,1948,0.8022,0.6674,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://www.arcadiaknights.com/,,,,,,,NCAA_D3,Middle Atlantic Conferences,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Asbury University,asbury-university,,KY,,PRIVATE,FOUR_YEAR,https://www.asbury.edu,,,,,,33640,33640,33640,2026,1420,1420,0.634,0.6498,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://www.asburyeagles.com,,,,,,,NCAA_D3,Collegiate Conference of the South,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Augsburg University,augsburg-university,,MN,,PRIVATE,FOUR_YEAR,https://www.augsburg.edu,,,,,,45452,45452,45452,2026,2494,2494,0.8198,0.5167,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://athletics.augsburg.edu,,,,,,,NCAA_D3,Minnesota Intercollegiate Athletic Conference,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Augustana College (Illinois),augustana-college-illinois,,IL,,PRIVATE,FOUR_YEAR,https://www.augustana.edu,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://www.athletics.augustana.edu/,,,,,,,NCAA_D3,College Conference of Illinois & Wisconsin,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Aurora University,aurora-university,,IL,,PRIVATE,FOUR_YEAR,https://www.aurora.edu,,,,,,29170,29170,29170,2026,3974,3974,0.8085,0.6032,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://athletics.aurora.edu,,,,,,,NCAA_D3,Northern Athletics Collegiate Conference,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Austin College,austin-college,,TX,,PRIVATE,FOUR_YEAR,https://www.austincollege.edu,,,,,,48680,48680,48680,2026,1165,1165,0.4765,0.6705,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://www.acroos.com,,,,,,,NCAA_D3,Southern Collegiate Athletic Conference,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Averett University,averett-university,,VA,,PRIVATE,FOUR_YEAR,https://www.averett.edu,,,,,,38550,38550,38550,2026,1231,1231,0.5659,0.4814,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://www.averettcougars.com,,,,,,,NCAA_D3,Old Dominion Athletic Conf.,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Baldwin Wallace University,baldwin-wallace-university,,OH,,PRIVATE,FOUR_YEAR,https://www.bw.edu,,,,,,39832,39832,39832,2026,2842,2842,0.757,0.6677,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://www.bwyellowjackets.com/landing/index,,,,,,,NCAA_D3,Ohio Athletic Conference,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Bard College,bard-college,,NY,,PRIVATE,FOUR_YEAR,https://www.bard.edu,,,,,,66436,66436,66436,2026,2414,2414,0.5212,0.6756,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://www.bardathletics.com,,,,,,,NCAA_D3,Liberty League,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Bates College,bates-college,,ME,,PRIVATE,FOUR_YEAR,https://www.bates.edu,,,,,,66590,66590,66590,2026,1760,1760,0.1332,0.8969,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://www.gobatesbobcats.com,,,,,,,NCAA_D3,New England Small College Athletic Conference,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Belhaven University,belhaven-university,,MS,,PRIVATE,FOUR_YEAR,https://www.belhaven.edu,,,,,,30250,30250,30250,2026,1471,1471,0.4975,0.4854,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://blazers.belhaven.edu,,,,,,,NCAA_D3,Collegiate Conference of the South,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Beloit College,beloit-college,,WI,,PRIVATE,FOUR_YEAR,https://www.beloit.edu,,,,,,60886,60886,60886,2026,926,926,0.6304,0.7105,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://www.beloit.edu/bucs/,,,,,,,NCAA_D3,Midwest Conference,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Benedictine University (Illinois),benedictine-university-illinois,,IL,,PRIVATE,FOUR_YEAR,https://www.ben.edu,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://www.benueagles.com,,,,,,,NCAA_D3,Northern Athletics Collegiate Conference,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Berea College,berea-college,,KY,,PRIVATE,FOUR_YEAR,https://www.berea.edu,,,,,,51658,51658,51658,2026,1513,1513,0.1934,0.5822,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://www.bereaathletics.com,,,,,,,NCAA_D3,Heartland Collegiate Athletic Conference,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Berry College,berry-college,,GA,,PRIVATE,FOUR_YEAR,https://www.berry.edu,,,,,,41686,41686,41686,2026,2245,2245,0.64,0.6949,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://www.berryvikings.com,,,,,,,NCAA_D3,Southern Athletic Association,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Bethany College (West Virginia),bethany-college-west-virginia,,WV,,PRIVATE,FOUR_YEAR,https://www.bethanywv.edu,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://bethanybison.com,,,,,,,NCAA_D3,Presidents' Athletic Conference,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Bethany Lutheran College,bethany-lutheran-college,,MN,,PRIVATE,FOUR_YEAR,https://www.blc.edu,,,,,,31360,31360,31360,2026,669,669,0.3897,0.5486,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://www.blcvikings.com,,,,,,,NCAA_D3,Upper Midwest Athletic Conference,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Bethel University (Minnesota),bethel-university-minnesota,,MN,,PRIVATE,FOUR_YEAR,https://www.bethel.edu,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://athletics.bethel.edu/,,,,,,,NCAA_D3,Minnesota Intercollegiate Athletic Conference,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Blackburn College,blackburn-college,,IL,,PRIVATE,FOUR_YEAR,https://www.blackburn.edu,,,,,,28149,28149,28149,2026,471,471,0.6319,0.5749,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://blackburnbeavers.com,,,,,,,NCAA_D3,St. Louis Intercollegiate Athletic Conference,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Bluffton University,bluffton-university,,OH,,PRIVATE,FOUR_YEAR,https://www.bluffton.edu,,,,,,37362,37362,37362,2026,582,582,0.6723,0.5294,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://www.blufftonbeavers.com,,,,,,,NCAA_D3,Heartland Collegiate Athletic Conference,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Brandeis University,brandeis-university,,MA,,PRIVATE,FOUR_YEAR,https://www.brandeis.edu,,,,,,68080,68080,68080,2026,3618,3618,0.405,0.8603,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://www.brandeisjudges.com,,,,,,,NCAA_D3,University Athletic Association,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Brevard College,brevard-college,,NC,,PRIVATE,FOUR_YEAR,https://www.brevard.edu,,,,,,32280,32280,32280,2026,815,815,0.4216,0.4884,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://www.bctornados.com,,,,,,,NCAA_D3,USA South Athletic Conference,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Bridgewater College (Virginia),bridgewater-college-virginia,,VA,,PRIVATE,FOUR_YEAR,https://www.bridgewater.edu,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://www.bridgewatereagles.com,,,,,,,NCAA_D3,Old Dominion Athletic Conf.,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Bridgewater State University,bridgewater-state-university,,MA,,PUBLIC,FOUR_YEAR,https://www.bridgew.edu,,,,,,11808,17948,17948,2026,7829,7829,0.8781,0.5341,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://www.bsubears.com,,,,,,,NCAA_D3,Massachusetts State Collegiate Athletic Conference,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Buena Vista University,buena-vista-university,,IA,,PRIVATE,FOUR_YEAR,https://www.bvu.edu,,,,,,41798,41798,41798,2026,1366,1366,0.7761,0.6169,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://www.bvuathletics.com,,,,,,,NCAA_D3,American Rivers Conference,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
"Buffalo State, State University of New York",buffalo-state-state-university-of-new-york,,NY,,PUBLIC,FOUR_YEAR,https://www.buffalostate.edu,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://www.buffalostateathletics.com,,,,,,,NCAA_D3,State University of New York Athletic Conference,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Cairn University,cairn-university,,PA,,PRIVATE,FOUR_YEAR,https://www.cairn.edu,,,,,,34009,34009,34009,2026,775,775,0.8817,0.5968,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://www.cairnhighlanders.com,,,,,,,NCAA_D3,United East Conference,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
California Institute of Technology,california-institute-of-technology,,CA,,PRIVATE,FOUR_YEAR,https://www.caltech.edu,,,,,,65898,65898,65898,2026,987,987,0.0257,0.9437,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://www.gocaltech.com,,,,,,,NCAA_D3,Southern California Intercollegiate Athletic Conf.,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
California Lutheran University,california-lutheran-university,,CA,,PRIVATE,FOUR_YEAR,https://www.callutheran.edu,,,,,,52560,52560,52560,2026,2296,2296,0.7567,0.696,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://www.clusports.com,,,,,,,NCAA_D3,Southern California Intercollegiate Athletic Conf.,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Calvin University,calvin-university,,MI,,PRIVATE,FOUR_YEAR,https://www.calvin.edu,,,,,,39350,39350,39350,2026,3193,3193,0.7091,0.7406,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://calvinknights.com,,,,,,,NCAA_D3,Michigan Intercollegiate Athletic Association,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Capital University,capital-university,,OH,,PRIVATE,FOUR_YEAR,https://www.capital.edu,,,,,,43234,43234,43234,2026,1585,1585,0.7022,0.6027,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://www.capital.edu/athletics,,,,,,,NCAA_D3,Ohio Athletic Conference,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Carleton College,carleton-college,,MN,,PRIVATE,FOUR_YEAR,https://www.carleton.edu,,,,,,68892,68892,68892,2026,2086,2086,0.2041,0.896,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://apps.carleton.edu/athletics/,,,,,,,NCAA_D3,Minnesota Intercollegiate Athletic Conference,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Carlow University,carlow-university,,PA,,PUBLIC,FOUR_YEAR,https://www.carlow.edu/,,,,,,35874,35874,35874,2026,1348,1348,0.8695,0.5992,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://athletics.carlow.edu/,,,,,,,NCAA_D3,Allegheny Mountain Collegiate Conference,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Carroll University (Wisconsin),carroll-university-wisconsin,,WI,,PRIVATE,FOUR_YEAR,https://www.carrollu.edu,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://www.gopios.com,,,,,,,NCAA_D3,College Conference of Illinois & Wisconsin,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Carthage College,carthage-college,,WI,,PRIVATE,FOUR_YEAR,https://www.carthage.edu,,,,,,38750,38750,38750,2026,2660,2660,0.8706,0.6426,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://athletics.carthage.edu,,,,,,,NCAA_D3,College Conference of Illinois & Wisconsin,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
Case Western Reserve University,case-western-reserve-university,,OH,,PRIVATE,FOUR_YEAR,https://www.case.edu,,,,,,66608,66608,66608,2026,6437,6437,0.3654,0.8717,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://athletics.case.edu,,,,,,,NCAA_D3,University Athletic Association,,,,"NCAA Division III programs do not award athletic scholarships, but student-athletes may receive academic, need-based, and other non-athletic aid.",https://www.ncaa.org/sports/2014/10/6/division-iii.aspx,false,false,https://web3.ncaa.org/directory/memberList?type=12&division=3,NEEDS_REVIEW
