name,slug,city,state,region,control,schoolType,websiteUrl,admissionsUrl,academicsUrl,majorsUrl,applicationUrl,financialAidUrl,tuitionInState,tuitionOutOfState,tuitionInternational,tuitionYear,enrollmentTotal,enrollmentUndergrad,acceptanceRate,graduationRate,dataSourceUrl,verificationStatus,baseballNickname,baseballWebsiteUrl,rosterUrl,scheduleUrl,campsUrl,questionnaireUrl,generalContactUrl,generalContactEmail,division,conference,logoUrl,currentRosterSize,averageGpa,scholarshipNotes,scholarshipInfoUrl,transferHeavy,jucoFriendly,baseballDataSourceUrl,baseballVerificationStatus
Cornerstone,cornerstone,,,,,FOUR_YEAR,,,,,,,23000,23000,23000,2026,1298,1298,0.7777,0.6187,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,Wolverine-Hoosier Athletic Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Crowley's Ridge (AR),crowley-s-ridge-ar,,,,,FOUR_YEAR,,,,,,,16670,16670,16670,2026,165,165,,0.3585,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,American Midwest Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Cumberland (Tenn.),cumberland-tenn,,,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,Mid-South Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Cumberlands (Ky.),cumberlands-ky,,,,,FOUR_YEAR,,,,,,,9875,9875,9875,2026,6941,6941,0.9881,0.5043,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,Mid-South Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Dakota State (SD),dakota-state-sd,,,,,FOUR_YEAR,,,,,,,9654,12756,12756,2026,2071,2071,0.8805,0.513,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,North Star Athletic Association,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Dakota Wesleyan (SD),dakota-wesleyan-sd,,,,,FOUR_YEAR,,,,,,,33790,33790,33790,2026,670,670,0.7338,0.4832,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,Great Plains Athletic Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Defiance College (OH),defiance-college-oh,,,,,FOUR_YEAR,,,,,,,29320,29320,29320,2026,499,499,0.4755,0.3057,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,Wolverine-Hoosier Athletic Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Dickinson State (ND),dickinson-state-nd,,,,,FOUR_YEAR,,,,,,,9118,9118,9118,2026,1090,1090,0.3702,0.506,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,North Star Athletic Association,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Dillard (La.),dillard-la,,,,,FOUR_YEAR,,,,,,,23918,23918,23918,2026,1063,1063,0.4186,0.4328,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,HBCU Athletic Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Doane (NE),doane-ne,,,,,FOUR_YEAR,,,,,,,43985,43985,43985,2026,978,978,0.9801,0.5714,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,Great Plains Athletic Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Dordt (IA),dordt-ia,,,,,FOUR_YEAR,,,,,,,37050,37050,37050,2026,1597,1597,0.6847,0.7014,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,Great Plains Athletic Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Eastern Oregon,eastern-oregon,,,,,FOUR_YEAR,,,,,,,11076,25431,25431,2026,2172,2172,0.9831,0.43,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,Cascade Collegiate Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Embry-Riddle (AZ),embry-riddle-az,,,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,Great Southwest Athletic Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Evangel (Mo.),evangel-mo,,,,,FOUR_YEAR,,,,,,,28548,28548,28548,2026,1229,1229,0.7161,0.6503,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,Kansas Collegiate Athletic Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Faulkner (AL),faulkner-al,,,,,FOUR_YEAR,,,,,,,23920,23920,23920,2026,1549,1549,0.7307,0.374,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,Southern States Athletic Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Fisher (MA),fisher-ma,,,,,FOUR_YEAR,,,,,,,35689,35689,35689,2026,1167,1167,0.7068,0.2775,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,Continental Athletic Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Florida Memorial,florida-memorial,,,,,FOUR_YEAR,,,,,,,20174,20174,20174,2026,1183,1183,0.8526,0.311,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,The Sun Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Florida National,florida-national,,,,,FOUR_YEAR,,,,,,,17368,17368,17368,2026,2449,2449,,0.3119,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,Continental Athletic Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Freed-Hardeman (Tenn.),freed-hardeman-tenn,,,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,Mid-South Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Friends (KS),friends-ks,,,,,FOUR_YEAR,,,,,,,34192,34192,34192,2026,1048,1048,0.5522,0.4335,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,Kansas Collegiate Athletic Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Georgetown (Ky.),georgetown-ky,,,,,FOUR_YEAR,,,,,,,68017,68017,68017,2026,7569,7569,0.1291,0.9481,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,Mid-South Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Georgia Gwinnett,georgia-gwinnett,,,,,FOUR_YEAR,,,,,,,4532,13844,13844,2026,11344,11344,0.955,0.2147,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,Continental Athletic Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Goshen (IN),goshen-in,,,,,FOUR_YEAR,,,,,,,38890,38890,38890,2026,773,773,0.8407,0.65,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,Crossroads League,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Grace (Ind.),grace-ind,,,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,Crossroads League,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Hannibal-LaGrange (MO),hannibal-lagrange-mo,,,,,FOUR_YEAR,,,,,,,26880,26880,26880,2026,410,410,0.7263,0.5039,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,American Midwest Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Harris-Stowe (MO),harris-stowe-mo,,,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,American Midwest Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Hastings,hastings,,,,,FOUR_YEAR,,,,,,,37770,37770,37770,2026,891,891,0.7165,0.4885,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,Great Plains Athletic Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Hope International,hope-international,,,,,FOUR_YEAR,,,,,,,38050,38050,38050,2026,564,564,0.3298,0.4944,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,Great Southwest Athletic Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Houston-Victoria,houston-victoria,,,,,FOUR_YEAR,,,,,,,7149,16989,16989,2026,2513,2513,0.959,0.2638,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,Red River Athletic Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Huntington (IN),huntington-in,,,,,FOUR_YEAR,,,,,,,31870,31870,31870,2026,1082,1082,0.7564,0.636,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,Crossroads League,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Huston-Tillotson,huston-tillotson,,,,,FOUR_YEAR,,,,,,,26709,26709,26709,2026,1005,1005,0.3909,0.3394,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,Red River Athletic Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Indiana South Bend,indiana-south-bend,,,,,FOUR_YEAR,,,,,,,8424,22811,22811,2026,3933,3933,0.8384,0.4009,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,Chicagoland Collegiate Athletic Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
Indiana Southeast,indiana-southeast,,,,,FOUR_YEAR,,,,,,,8424,22811,22811,2026,3170,3170,0.8446,0.3919,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,,/roster,/schedule,,,,,NAIA,River States Conference,,,,NAIA programs may offer athletic scholarships and other aid opportunities.,https://www.naia.org/,false,true,https://naiastats.prestosports.com/sports/bsb/2024-25/teams,NEEDS_REVIEW
