collegeId,collegeName,collegeSlug,city,state,legacyDivision,programId,programDivision,collegeConference,programConference,collegeProgramWebsiteUrl,baseballWebsiteUrl,coachCount,headCoachCount
cmou8eabz00ooqt6s0y8qips5,Saint Mary's College of California,saint-marys-college-of-california,Moraga,CA,,cmou8eaco00oqqt6skzpaxh8w,NCAA_D1,,West Coast Conference,,https://smcgaels.com/sports/baseball,4,1
cmou7g5av00fiqtkwd5p6smd8,Saint Peter's University,saint-peters-university,Jersey City,NJ,,cmou7g5bk00fkqtkwucf6witm,NCAA_D1,,MAAC,,https://saintpeterspeacocks.com/sports/baseball,4,1
cmou74gda00dfqtbowljcz5qy,Sam Houston State University,sam-houston-state-university,Huntsville,TX,,cmou74gdy00dhqtboupmdj4ka,NCAA_D1,,Conference USA,,https://gobearkats.com/sports/baseball,4,1
cmou869xz00l9qtjkp3n01t3v,Samford University,samford-university,Birmingham,AL,,cmou869yo00lbqtjkmkyipunp,NCAA_D1,,SoCon,,https://samfordsports.com/sports/baseball,4,1
cmou3xrju0073qt5sqs3jf1rt,San Diego State University,san-diego-state-university,San Diego,CA,,cmou3xrkg0075qt5suzvu19l1,NCAA_D1,,Mountain West,,https://goaztecs.com/sports/baseball,1,1
cmou7y6qy00icqtocgehc57zb,San Jose State University,san-jose-state-university,San Jose,CA,,cmou7y6rn00ieqtoc6pij5vm6,NCAA_D1,,Mountain West,,https://sjsuspartans.com/sports/baseball,4,1
cmou8eagb00oxqt6s7ah1xrvm,Santa Clara University,santa-clara-university,Santa Clara,CA,,cmou8eagz00ozqt6s772pv6hs,NCAA_D1,,West Coast Conference,,https://santaclarabroncos.com/sports/baseball,4,1
cmou8cts300o6qtlo0noyht46,Seattle University,seattle-university,Seattle,WA,,cmou8ctsr00o8qtlot3odh0cd,NCAA_D1,,WAC,,https://goseattleu.com/sports/baseball,4,1
cmou7g5c700flqtkwnuf1bsxy,Siena College,siena-college,Loudonville,NY,,cmou7g5cy00fnqtkwcn5qqhb9,NCAA_D1,,MAAC,,https://sienasaints.com/sports/baseball,2,1
cmou8257y00k3qtfo1yehrrpj,Southeast Missouri State University,southeast-missouri-state-university,Cape Girardeau,MO,,cmou8258p00k5qtfobw57z4wq,NCAA_D1,,Ohio Valley,,https://semoredhawks.com/sports/baseball,4,1
cmou87sdy00m9qt8ov075op6f,Southeastern Louisiana University,southeastern-louisiana-university,Hammond,LA,,cmou87sen00mbqt8odmp5ltru,NCAA_D1,,Southland,,https://lionsports.net/sports/baseball,4,1
cmou7wkli00hrqt5sdf793czs,Southern Illinois University,southern-illinois-university,Carbondale,IL,,cmou7wkmb00htqt5sqdbxm6mn,NCAA_D1,,Missouri Valley,,https://siusalukis.com/sports/baseball,4,1
cmou8bkiv00n9qtuw67iv0p5k,Southern University and A&M College,southern-university-and-am-college,Baton Rouge,LA,,cmou8bkjn00nbqtuwq3i8eulz,NCAA_D1,,SWAC,,https://gojagsports.com/sports/baseball,4,1
cmou87sfe00mcqt8omjooodxl,Stephen F. Austin State University,stephen-f-austin-state-university,Nacogdoches,TX,,cmou87sg500meqt8o07o9mbvb,NCAA_D1,,Southland,,https://sfajacks.com/sports/baseball,4,1
cmou7zwgq00jfqt18075d1yrp,Stonehill College,stonehill-college,Easton,MA,,cmou7zwhg00jhqt18u4dg2q1l,NCAA_D1,,Northeast Conference,,https://stonehillskyhawks.com/sports/baseball,4,1
cmou8ctnz00nxqtlo1naql28v,Tarleton State University,tarleton-state-university,Stephenville,TX,,cmou8ctoo00nzqtlov4b045g8,NCAA_D1,,WAC,,https://tarletonsports.com/sports/baseball,4,1
cmou825av00k9qtfo6o2sfjmf,Tennessee Technological University,tennessee-technological-university,Cookeville,TN,,cmou825bk00kbqtfopplc3k9d,NCAA_D1,,Ohio Valley,,https://ttusports.com/sports/baseball,0,0
cmosp9qux002iqtygai7kj7ix,Texas A&M University,texas-am-university,College Station,TX,,cmosp9qvm002kqtygv15p8g51,NCAA_D1,,SEC,,https://12thman.com/sports/baseball,4,1
cmou87sgu00mfqt8otiseblwa,Texas A&M University Corpus Christi,texas-am-university-corpus-christi,Corpus Christi,TX,,cmou87shj00mhqt8on876f8eo,NCAA_D1,,Southland,,https://goislanders.com/sports/baseball,4,1
cmou8bkkf00ncqtuwvmtkd81f,Texas Southern University,texas-southern-university,Houston,TX,,cmou8bkl600neqtuw09os8sjj,NCAA_D1,,SWAC,,https://tsusports.com/sports/baseball,2,1
cmou3bzmd006iqtvo520iedb5,Texas State University,texas-state-university,San Marcos,TX,,cmou3bzn4006kqtvov57tocaz,NCAA_D1,,Pac-12,,https://txst.com/sports/baseball,4,1
cmou869si00kxqtjk4hq2v3uw,The Citadel,the-citadel,Charleston,SC,,cmou869t600kzqtjkn5cr70vq,NCAA_D1,,SoCon,,https://citadelsports.com/sports/baseball,4,1
cmou3bznt006lqtvom504k4vr,Troy University,troy-university,Troy,AL,,cmou3bzoj006nqtvow6hywsy4,NCAA_D1,,Sun Belt,,https://troytrojans.com/sports/baseball,4,1
cmou72rm100clqtt8q8b00o3c,UNC Wilmington,unc-wilmington,Wilmington,NC,,cmou72rmr00cnqtt8dj51725x,NCAA_D1,,CAA,,https://uncwsports.com/sports/baseball,4,1
cmou7skcx00foqtagxk69btib,University of Akron,university-of-akron,Akron,OH,,cmou7skdr00fqqtagocs6xuw4,NCAA_D1,,MAC,,https://gozips.com/sports/baseball,3,1
cmosp9qb0001cqtyg3bj9jezt,University of Alabama,university-of-alabama,Tuscaloosa,AL,,cmosp9qbp001eqtygsx3wqo39,NCAA_D1,,SEC,,https://rolltide.com/sports/baseball,5,1
cmosp9qcd001fqtygqtxktpzw,University of Arkansas,university-of-arkansas,Fayetteville,AR,,cmosp9qd4001hqtyggghrj9on,NCAA_D1,,SEC,,https://arkansasrazorbacks.com/sport/baseball,0,0
cmou8253h00juqtfoheeskxep,University of Arkansas at Little Rock,university-of-arkansas-at-little-rock,Little Rock,AR,,cmou8254800jwqtfo93hx3i10,NCAA_D1,,Ohio Valley,,https://lrtrojans.com/sports/baseball,4,1
cmou8bklv00nfqtuwyjlpx889,University of Arkansas at Pine Bluff,university-of-arkansas-at-pine-bluff,Pine Bluff,AR,,cmou8bkmo00nhqtuwbp7p9ixn,NCAA_D1,,SWAC,,https://uapblionsroar.com/sports/baseball,3,1
cmou7wkb700h6qt5s0alseljc,University of Evansville,university-of-evansville,Evansville,IN,,cmou7wkbx00h8qt5sokuzgsz0,NCAA_D1,,Missouri Valley,,https://gopurpleaces.com/sports/baseball,4,1
cmosp9qf2001lqtyghnsfqgxe,University of Florida,university-of-florida,Gainesville,FL,,cmosp9qfq001nqtygmt8vlvxj,NCAA_D1,,SEC,,https://floridagators.com/sports/baseball,4,1
cmorirv7r0016qtm0u7tt6h9b,University of Georgia,university-of-georgia,Athens,GA,,cmorirv8g0018qtm0yypjywu7,NCAA_D1,,SEC,,https://georgiadogs.com/sports/baseball,4,1
cmou7wkcm00h9qt5s8asylqbg,University of Illinois Chicago,university-of-illinois-chicago,Chicago,IL,,cmou7wkdb00hbqt5sq7ok85hd,NCAA_D1,,Missouri Valley,,https://uicflames.com/sports/baseball,3,1
cmosp9qho001rqtyg0963f2ul,University of Kentucky,university-of-kentucky,Lexington,KY,,cmosp9qib001tqtygp6ddtgbs,NCAA_D1,,SEC,,https://ukathletics.com/sports/baseball,4,1
cmou3bzp7006oqtvos9t9rqg2,University of Louisiana Monroe,university-of-louisiana-monroe,Monroe,LA,,cmou3bzpy006qqtvoaa8o1moc,NCAA_D1,,Sun Belt,,https://ulmwarhawks.com/sports/baseball,4,1
cmou3bzf30063qtvo9lhvxev8,University of Louisiana at Lafayette,university-of-louisiana-at-lafayette,Lafayette,LA,,cmou3bzfu0065qtvodm01sdij,NCAA_D1,,Sun Belt,,https://ragincajuns.com/sports/baseball,4,1
cmou7v14r00grqtfgqko66ld4,University of Maryland Eastern Shore,university-of-maryland-eastern-shore,Princess Anne,MD,,cmou7v15f00gtqtfghnimbfbt,NCAA_D1,,MEAC,,https://umeshawksports.com/sports/baseball,3,1
cmou65qcx008uqt1ofivi6ige,University of Massachusetts Amherst,university-of-massachusetts-amherst,Amherst,MA,,cmou65qdo008wqt1opj95aftn,NCAA_D1,,MAC,,https://umassathletics.com/sports/baseball,3,2
