name,slug,city,state,zipCode,region,latitude,longitude,control,schoolType,websiteUrl,admissionsUrl,academicsUrl,majorsUrl,applicationUrl,financialAidUrl,tuitionInState,tuitionOutOfState,tuitionInternational,tuitionYear,enrollmentTotal,enrollmentUndergrad,acceptanceRate,graduationRate,dataSourceUrl,verificationStatus,baseballNickname,baseballWebsiteUrl,rosterUrl,scheduleUrl,campsUrl,questionnaireUrl,generalContactUrl,generalContactEmail,division,conference,logoUrl,programXUrl,programInstagramUrl,programYoutubeUrl,currentRosterSize,averageGpa,scholarshipNotes,scholarshipInfoUrl,transferHeavy,jucoFriendly,baseballDataSourceUrl,baseballVerificationStatus
Iona University,iona-university,New Rochelle,NY,10801-1890,NORTHEAST,40.925725,-73.788046,PRIVATE,FOUR_YEAR,https://www.iona.edu/,,,,,,47260,47260,47260,,2951,2951,0.87,0.56,https://collegescorecard.ed.gov/school/?191931,NEEDS_REVIEW,,https://ionagaels.com/sports/baseball,https://ionagaels.com/sports/baseball/roster,https://ionagaels.com/sports/baseball/schedule,https://ionacamps.com/,http://my.armssoftware.com/arms/public/questionnaire/57a41f7689c5,https://ionagaels.com/staff-directory,,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fionacollege.sidearmsports.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/IonaBaseball,https://instagram.com/ionabaseball,,,,,,false,false,https://ionagaels.com/sports/baseball,NEEDS_REVIEW
La Salle University,la-salle-university,Philadelphia,PA,19141-1199,MID_ATLANTIC,40.037979,-75.153061,PRIVATE,FOUR_YEAR,https://www.lasalle.edu/,,,,,,37800,37800,37800,,1953,1953,0.97,0.57,https://collegescorecard.ed.gov/school/?213367,NEEDS_REVIEW,,https://goexplorers.com/sports/baseball,https://goexplorers.com/sports/baseball/roster,https://goexplorers.com/sports/baseball/schedule,https://goexplorers.com/,https://goexplorers.com/,https://goexplorers.com/staff-directory,,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2flasalle.sidearmsports.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/lasalle_bsb,https://instagram.com/lasalle_bsb,,,,,,false,false,https://goexplorers.com/sports/baseball,NEEDS_REVIEW
Lindenwood University,lindenwood-university,St. Charles,MO,63301-1695,MIDWEST,38.785425,-90.501286,PRIVATE,FOUR_YEAR,https://www.lindenwood.edu/,,,,,,21600,21600,21600,,4624,4624,0.57,0.49,https://collegescorecard.ed.gov/school/?177968,NEEDS_REVIEW,,https://lindenwoodsl-sports.com/sports/baseball,https://lindenwoodsl-sports.com/sports/baseball/roster,https://lindenwoodsl-sports.com/sports/baseball/schedule,https://www.lindenwoodlionscamps.com/,https://lindenwoodsl-sports.com/sb_output.aspx?form=3,https://lindenwoodsl-sports.com/staff-directory,,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2flindenwoodsl-sports.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://twitter.com/LU_Lions,,https://www.youtube.com/user/lindenwoodlions,,,,,false,false,https://lindenwoodsl-sports.com/sports/baseball,NEEDS_REVIEW
Lipscomb University,lipscomb-university,Nashville,TN,37204-3951,SOUTHEAST,36.106253,-86.799791,PRIVATE,FOUR_YEAR,https://www.lipscomb.edu/,,,,,,40572,40572,40572,,2997,2997,0.68,0.72,https://collegescorecard.ed.gov/school/?219976,NEEDS_REVIEW,,https://lipscombsports.com/sports/baseball,https://lipscombsports.com/sports/baseball/roster,https://lipscombsports.com/sports/baseball/schedule,https://www.lipscombbaseballcamps.com/,https://docs.google.com/forms/d/e/1FAIpQLSekH0w_1uy7wj-RtjP2DfmreYDl48E9fFnm55cZoi9xGNI2DQ/viewform?c=0&w=1,https://lipscombsports.com/sports/baseball/coaches,,NCAA_D1,,https://lipscombsports.com/images/logos/site/site.png,https://lipscombsports.com/api/v2/promotions/10/click?redirect=https%3a%2f%2fx.com%2flipscombbisons,https://www.instagram.com/reel/DbG6WYzvqlU/,https://lipscombsports.com/api/v2/promotions/12/click?redirect=https%3a%2f%2fwww.youtube.com%2fchannel%2fUCnoPh7ocRHEZQyJfzUA-IDA,,,,,false,false,https://lipscombsports.com/sports/baseball,NEEDS_REVIEW
Mercyhurst University,mercyhurst-university,Erie,PA,16546,MID_ATLANTIC,42.10578,-80.053412,PRIVATE,FOUR_YEAR,https://www.mercyhurst.edu/,,,,,,45770,45770,45770,,2191,2191,0.81,0.6,https://collegescorecard.ed.gov/school/?213987,NEEDS_REVIEW,,https://hurstathletics.com/sports/baseball,https://hurstathletics.com/sports/baseball/roster,https://hurstathletics.com/sports/baseball/schedule,https://hurstcamps.com/,https://my.armssoftware.com/arms/public/questionnaire/408de3495b08,https://hurstathletics.com/staff-directory,,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fhurstathletics.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/HurstBaseball,https://instagram.com/mercyhurst_baseball,https://www.youtube.com/watch?v=ChQqDaUEaW8&feature=youtu.be,,,,,false,false,https://hurstathletics.com/sports/baseball,NEEDS_REVIEW
New Jersey Institute of Technology,new-jersey-institute-of-technology,Newark,NJ,07102,MID_ATLANTIC,40.741997,-74.177113,PUBLIC,FOUR_YEAR,https://www.njit.edu/,,,,,,19974,37664,37664,,9019,9019,0.65,0.73,https://collegescorecard.ed.gov/school/?185828,NEEDS_REVIEW,,https://njithighlanders.com/sports/baseball,https://njithighlanders.com/sports/baseball/roster,https://njithighlanders.com/sports/baseball/schedule/2026,https://campus360.org/NJIT%20Wellness%20and%20Event%20Center/basketball-arena,https://njithighlanders.com/sports/2008/8/28/compliance_rules_prospective_SA,https://njithighlanders.com/staff-directory,,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fnjithighlanders.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/NJTechBaseball,https://instagram.com/NJITHighlanders,https://www.youtube.com/user/NJITAthletics,,,,,false,false,https://njithighlanders.com/sports/baseball,NEEDS_REVIEW
North Dakota State University,north-dakota-state-university,Fargo,ND,58108-6050,MIDWEST,46.893127,-96.800838,PUBLIC,FOUR_YEAR,https://www.ndsu.edu/,,,,,,11110,15764,15764,,9471,9471,0.95,0.64,https://collegescorecard.ed.gov/school/?200332,NEEDS_REVIEW,,https://gobison.com/sports/baseball,https://gobison.com/sports/baseball/roster,https://gobison.com/sports/baseball/schedule,https://gobison.com/sports/2016/4/20/camps,https://gobison.com/,https://gobison.com/staff-directory,,NCAA_D1,,https://gobison.com/images/logos/site/site.png,http://www.twitter.com/ndsuathletics,http://www.instagram.com/ndsuathletics,http://www.youtube.com/ndsuathletics,,,,,false,false,https://gobison.com/sports/baseball,NEEDS_REVIEW
Oral Roberts University,oral-roberts-university,Tulsa,OK,74171,SOUTHWEST,36.049129,-95.952547,PRIVATE,FOUR_YEAR,https://oru.edu/,,,,,,35470,35470,35470,,3487,3487,0.99,0.57,https://collegescorecard.ed.gov/school/?207582,NEEDS_REVIEW,,https://oruathletics.com/sports/baseball,https://oruathletics.com/sports/baseball/roster,https://oruathletics.com/sports/baseball/schedule,https://oruathletics.com/sports/2020/6/11/SummerCamps.aspx,https://oruathletics.com/sports/2020/6/16/recruiting-central.aspx,https://oruathletics.com/staff-directory,,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2foruathletics.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/ORUBaseball,https://instagram.com/ORUBaseball,https://www.youtube.com/oruathletics,,,,,false,false,https://oruathletics.com/sports/baseball,NEEDS_REVIEW
South Dakota State University,south-dakota-state-university,Brookings,SD,57007-1898,MIDWEST,44.317485,-96.782139,PUBLIC,FOUR_YEAR,https://www.sdstate.edu/,,,,,,9299,12809,12809,,9198,9198,0.98,0.62,https://collegescorecard.ed.gov/school/?219356,NEEDS_REVIEW,,https://gojacks.com/sports/baseball,https://gojacks.com/sports/baseball/roster,https://gojacks.com/sports/baseball/schedule,https://www.jackrabbitsportscamps.com/,https://questionnaires.armssoftware.com/19357ab4ab60,https://gojacks.com/staff-directory,,NCAA_D1,,https://gojacks.com/images/logos/site/site.png,https://gojacks.com/api/v2/promotions/109/click?redirect=https%3a%2f%2fx.com%2fgojackssdsu,https://gojacks.com/api/v2/promotions/110/click?redirect=https%3a%2f%2fwww.instagram.com%2fGoJacksSDSU%2f,https://www.youtube.com/channel/UCA1IudGejbOuoRqOPhdTXUQ,,,,,false,false,https://gojacks.com/sports/baseball,NEEDS_REVIEW
Southern Illinois University Edwardsville,southern-illinois-university-edwardsville,Edwardsville,IL,62026-1259,MIDWEST,38.793949,-89.997779,PUBLIC,FOUR_YEAR,https://www.siue.edu/,,,,,,12922,12922,12922,,8750,8750,0.98,0.57,https://collegescorecard.ed.gov/school/?149231,NEEDS_REVIEW,,https://siuecougars.com/sports/baseball/,https://siuecougars.com/sports/baseball/roster,https://siuecougars.com/sports/baseball/schedule,https://siuecougars.com/sports/2021/6/4/first-community-camp-series.aspx,https://siuecougars.com/sb_output.aspx?form=16,https://siuecougars.com/staff-directory,,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fsiuecougars.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/SIUEBaseball,https://instagram.com/SIUEMBB,,,,,,false,false,https://siuecougars.com/sports/baseball/,NEEDS_REVIEW
St. Bonaventure University,st-bonaventure-university,St. Bonaventure,NY,14778-9800,NORTHEAST,42.080191,-78.481107,PRIVATE,FOUR_YEAR,https://www.sbu.edu/,,,,,,41735,41735,41735,,2012,2012,0.82,0.67,https://collegescorecard.ed.gov/school/?195164,NEEDS_REVIEW,,https://gobonnies.com/sports/baseball,https://gobonnies.com/sports/baseball/roster,https://gobonnies.com/sports/baseball/schedule,https://www.sbu.edu/about/community-programs,https://gobonnies.com/,https://gobonnies.com/staff-directory,seddy@sbu.edu,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fgobonnies.sbu.edu%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/BONNIESBASE,https://instagram.com/BONNIESBASEBALL,https://www.youtube.com/gobonniestv,,,,,false,false,https://gobonnies.com/sports/baseball,NEEDS_REVIEW
"University at Albany, SUNY",university-at-albany-suny,Albany,NY,12222,NORTHEAST,42.685489,-73.824662,PUBLIC,FOUR_YEAR,https://www.albany.edu/,,,,,,10866,31256,31256,,12564,12564,0.69,0.61,https://collegescorecard.ed.gov/school/?196060,NEEDS_REVIEW,,https://ualbanysports.com/sports/baseball,https://ualbanysports.com/sports/baseball/roster,https://ualbanysports.com/sports/baseball/schedule,https://ualbanysports.com/sports/2026/6/10/camps-and-clinics.aspx,https://ualbanysports.com/sports/2019/12/11/1255415.aspx,https://ualbanysports.com/staff-directory,,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fualbanysports.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/UAlbanyBaseball,https://instagram.com/ualbanybaseball,,,,,,false,false,https://ualbanysports.com/sports/baseball,NEEDS_REVIEW
"University of California, Davis",university-of-california-davis,Davis,CA,95616-8678,PACIFIC,38.539667,-121.749567,PUBLIC,FOUR_YEAR,https://ucdavis.edu/,,,,,,16774,50974,50974,,32253,32253,0.42,0.86,https://collegescorecard.ed.gov/school/?110644,NEEDS_REVIEW,,https://ucdavisaggies.com/sports/baseball,https://ucdavisaggies.com/roster.aspx?path=baseball,https://ucdavisaggies.com/schedule.aspx?path=baseball,https://www.ucdavisathleticcamps.com/,https://questionnaires.armssoftware.com/d4c54a0b4ff5,https://ucdavisaggies.com/staff.aspx,,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fucdavisaggies.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/UCDavisBaseball,https://instagram.com/ucdavisbaseball,,,,,,false,false,https://ucdavisaggies.com/sports/baseball,NEEDS_REVIEW
"University of California, Irvine",university-of-california-irvine,Irvine,CA,92697,PACIFIC,33.648434,-117.841248,PUBLIC,FOUR_YEAR,https://www.uci.edu/,,,,,,15722,49922,49922,,30197,30197,0.29,0.87,https://collegescorecard.ed.gov/school/?110653,NEEDS_REVIEW,,https://ucirvinesports.com/sports/baseball,https://ucirvinesports.com/sports/baseball/roster,https://ucirvinesports.com/sports/baseball/schedule,https://ucirvinesports.com/sports/2017/5/26/camps-index,http://my.armssoftware.com/arms/public/questionnaire/a3061efcaff7,https://ucirvinesports.com/staff-directory,,NCAA_D1,,https://ucirvinesports.com/images/logos/site/site.png,https://ucirvinesports.com/api/v2/promotions/72/click?redirect=http%3a%2f%2ftwitter.com%2fUCIAthletics,https://ucirvinesports.com/api/v2/promotions/73/click?redirect=http%3a%2f%2finstagram.com%2fuciathletics,https://ucirvinesports.com/api/v2/promotions/74/click?redirect=https%3a%2f%2fwww.youtube.com%2fUCIrvineAthletics,,,,,false,false,https://ucirvinesports.com/sports/baseball,NEEDS_REVIEW
"University of California, Riverside",university-of-california-riverside,Riverside,CA,92521,PACIFIC,33.97246,-117.32741,PUBLIC,FOUR_YEAR,https://www.ucr.edu/,,,,,,15606,49806,49806,,22593,22593,0.76,0.76,https://collegescorecard.ed.gov/school/?110671,NEEDS_REVIEW,,https://gohighlanders.com/sports/baseball,https://gohighlanders.com/sports/baseball/roster,https://gohighlanders.com/sports/baseball/schedule,https://gohighlanders.com/sports/2018/6/21/highlander-camps,https://gohighlanders.com/,https://gohighlanders.com/staff-directory,,NCAA_D1,,https://gohighlanders.com/images/logos/site/site.png,https://twitter.com/UCR_Athletics,http://instagram.com/ucr_athletics,http://www.youtube.com/user/ucrathletics,,,,,false,false,https://gohighlanders.com/sports/baseball,NEEDS_REVIEW
"University of California, San Diego",university-of-california-san-diego,La Jolla,CA,92093,PACIFIC,32.877749,-117.235866,PUBLIC,FOUR_YEAR,https://www.ucsd.edu/,,,,,,16758,50958,50958,,34948,34948,0.27,0.86,https://collegescorecard.ed.gov/school/?110680,NEEDS_REVIEW,,https://ucsdtritons.com/sports/baseball,https://ucsdtritons.com/sports/baseball/roster,https://ucsdtritons.com/sports/baseball/schedule,https://www.ucsandiegocamps.com/index.cfm,https://ucsdtritons.com/index.aspx,https://ucsdtritons.com/staff-directory,,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fucsdtritons.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/UCSDbsb,https://instagram.com/ucsdbsb,,,,,,false,false,https://ucsdtritons.com/sports/baseball,NEEDS_REVIEW
"University of California, Santa Barbara",university-of-california-santa-barbara,Santa Barbara,CA,93106,PACIFIC,34.416297,-119.846426,PUBLIC,FOUR_YEAR,https://www.ucsb.edu/,,,,,,16414,50614,50614,,23113,23113,0.33,0.83,https://collegescorecard.ed.gov/school/?110705,NEEDS_REVIEW,,https://ucsbgauchos.com/sports/baseball,https://ucsbgauchos.com/sports/baseball/roster,https://ucsbgauchos.com/sports/baseball/schedule,https://ucsbgauchos.com/sports/2025/8/23/camps-and-clinics-2025.aspx,https://ucsbgauchos.exposure.co/categories/a-development-destination,https://ucsbgauchos.com/staff-directory,,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fucsb.sidearmsports.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/ucsb_baseball,https://instagram.com/ucsb_baseball,https://www.youtube.com/user/UCSBGauchosAthletics,,,,,false,false,https://ucsbgauchos.com/sports/baseball,NEEDS_REVIEW
University of Delaware,university-of-delaware,Newark,DE,19716,MID_ATLANTIC,39.679577,-75.752822,PUBLIC,FOUR_YEAR,https://www.udel.edu/,,,,,,16810,41400,41400,,19071,19071,0.71,0.81,https://collegescorecard.ed.gov/school/?130943,NEEDS_REVIEW,,https://bluehens.com/sports/baseball,https://bluehens.com/sports/baseball/roster,https://bluehens.com/sports/baseball/schedule,https://gregmamulabaseball.totalcamps.com/About%20Us,https://questionnaires.armssoftware.com/d8cdba555896,https://bluehens.com/coaches.aspx?path=baseball,,NCAA_D1,,https://bluehens.com/images/logos/site/site.png,https://twitter.com/DelawareBASE,,,,,,,false,false,https://bluehens.com/sports/baseball,NEEDS_REVIEW
