matchType,normalizedValue,groupSize,collegeId,collegeName,collegeSlug,city,state,legacyDivision,programId,programDivision,conference,baseballWebsiteUrl,coachCount
NORMALIZED_NAME,christian community,2,cmox235tc002lqtfk1sxcqpye,Community Christian,community-christian,,MI,,cmox235u0002nqtfk31kt90cw,NJCAA_D2,Region 12,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/communitychristianmich,0
NORMALIZED_NAME,christian community,2,cmox1gg33002iqtsgotxbo0qh,Community Christian College,community-christian-college,,CA,,cmox1gg3u002kqtsgrmqelux6,NJCAA_D1,Region 1,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/communitychristiancollege,0
NORMALIZED_NAME,connecticut,2,cmovorog8005oqt7gzs9htl5g,Connecticut College,connecticut-college,,CT,,cmovorogx005qqt7gq72ku06v,NCAA_D3,New England Small College Athletic Conference,https://camelathletics.com/,0
NORMALIZED_NAME,connecticut,2,cmou6ba1700acqtict3598yzg,University of Connecticut,university-of-connecticut,Storrs,CT,,cmou6ba1v00aeqticcud1v7g6,NCAA_D1,,,4
NORMALIZED_NAME,cornell,2,cmovorohm005rqt7gax2yf7dk,Cornell College,cornell-college,,IA,,cmovoroib005tqt7gx5vdr5db,NCAA_D3,Midwest Conference,https://www.cornellrams.com,0
NORMALIZED_NAME,cornell,2,cmou7ekpr00e9qtx8i7bf3vt3,Cornell University,cornell-university,Ithaca,NY,,cmou7ekqf00ebqtx86ws3y8rp,NCAA_D1,Ivy League,https://cornellbigred.com/sports/baseball,3
NORMALIZED_NAME,central east,2,cmovlhtvl005lqt20ku4n4ff4,East Central,east-central,Ada,Oklahoma,,cmovlhtwb005nqt20z8yml3kf,NCAA_D2,GAC,,0
NORMALIZED_NAME,central east,2,cmox23683003fqtfkyhppeagg,East Central College,east-central-college,,MO,,cmox2368t003hqtfk7fi22h6j,NJCAA_D2,Region 16,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/eastcentralcollege,0
NORMALIZED_NAME,and emory henry,2,cmovlhu5k0066qt20yvdrbs5z,Emory & Henry,emory-and-henry,Emory,Virginia,,cmovlhu6a0068qt20jajf8w56,NCAA_D2,SAC,,0
NORMALIZED_NAME,and emory henry,2,cmorj0hct003oqtioizpyiqxx,Emory & Henry University,emory-and-henry-university,Emory,VA,,cmorj0hdi003qqtio6hwn6bj0,NCAA_D2,South Atlantic Conference,https://gowasps.com/sports/baseball,0
NORMALIZED_NAME,erskine,2,cmovlhu8d006cqt20t8ma9i8s,Erskine,erskine,Due West,South Carolina,,cmovlhu91006eqt20ahmtvd39,NCAA_D2,Carolinas,,0
NORMALIZED_NAME,erskine,2,cmorj0gr0002fqtioji2wprxy,Erskine College,erskine-college,Due West,SC,,cmorj0grp002hqtiotoslu230,NCAA_D2,Conference Carolinas,https://erskinesports.com/sports/baseball,0
NORMALIZED_NAME,ferrum,2,cmovlhuck006lqt203i6443rf,Ferrum,ferrum,Ferrum,Virginia,,cmovlhud9006nqt20wc98jm4z,NCAA_D2,Carolinas,,0
NORMALIZED_NAME,ferrum,2,cmovorpkb007xqt7gc5w8w0m0,Ferrum College,ferrum-college,,VA,,cmovorpl1007zqt7g8asm0vw0,NCAA_D3,Conference Carolinas,https://www.ferrumpanthers.com,0
NORMALIZED_NAME,francis marion,2,cmovlhul10073qt20e1oaptq8,Francis Marion,francis-marion,Florence,South Carolina,,cmovlhulr0075qt20f3mttkq2,NCAA_D2,Carolinas,,0
NORMALIZED_NAME,francis marion,2,cmorj0gpl002cqtiopcsyaeuv,Francis Marion University,francis-marion-university,Florence,SC,,cmorj0gqc002eqtiogtn6lcvl,NCAA_D2,Conference Carolinas,https://fmupatriots.com/sports/baseball,0
NORMALIZED_NAME,georgetown,2,cmox065zl004lqtgckt3to19k,Georgetown,georgetown,,KY.,,cmox06608004nqtgcd8exng2f,NAIA,Mid-South Conference,https://naiastats.prestosports.com/sports/bsb/2024-25/teams/georgetown,0
NORMALIZED_NAME,georgetown,2,cmou6ba5c00alqticm9m1ucs0,Georgetown University,georgetown-university,Washington,DC,,cmou6ba6000anqticmefr3evw,NCAA_D1,,,3
NORMALIZED_NAME,georgia,2,cmovlhus6007iqt20velop8oi,Georgia College,georgia-college,Milledgeville,Georgia,,cmovlhusv007kqt200d73d6y1,NCAA_D2,Peach Belt,,0
NORMALIZED_NAME,georgia,2,cmorirv7r0016qtm0u7tt6h9b,University of Georgia,university-of-georgia,Athens,GA,,cmorirv8g0018qtm0yypjywu7,NCAA_D1,SEC,https://georgiadogs.com/sports/baseball,4
NORMALIZED_NAME,georgia gwinnett,2,cmox0660w004oqtgccsrumrzc,Georgia Gwinnett,georgia-gwinnett,,GA,,cmox0661k004qqtgcx09yazn0,NAIA,Continental Athletic Conference,https://naiastats.prestosports.com/sports/bsb/2024-25/teams/georgiagwinnett,0
NORMALIZED_NAME,georgia gwinnett,2,cmorj0h8n003fqtio2cfy431r,Georgia Gwinnett College,georgia-gwinnett-college,Lawrenceville,GA,,cmorj0h9c003hqtioek48j4vv,NAIA,Continental Athletic Conference,https://ggcathletics.com/sports/baseball,0
NORMALIZED_NAME,illinois,2,cmovorqz800arqt7g2eyh2tp1,Illinois College,illinois-college,,IL,,cmovorqzy00atqt7g9u84b2qf,NCAA_D3,Midwest Conference,https://www.illinoiscollegeathletics.com/,0
NORMALIZED_NAME,illinois,2,cmoss3uby002oqtao54kmml5m,University of Illinois,university-of-illinois,Champaign,IL,,cmoss3ucp002qqtaoodp62vry,NCAA_D1,,,4
NORMALIZED_NAME,jefferson,2,cmovlhvbq008oqt20tvfszb7x,Jefferson,jefferson,Philadelphia,Pennsylvania,,cmovlhvce008qqt20jevk0wqk,NCAA_D2,CACC,,0
NORMALIZED_NAME,jefferson,2,cmox1ghhz005iqtsg6n46ykur,Jefferson College,jefferson-college,,MO,,cmox1ghip005kqtsg1sl9mha2,NJCAA_D1,Region 16,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/jeffersoncollege,0
NORMALIZED_NAME,lander,2,cmovlhvk60096qt20jf3rktz0,Lander,lander,Greenwood,South Carolina,,cmovlhvkw0098qt203g61120e,NCAA_D2,Peach Belt,,0
NORMALIZED_NAME,lander,2,cmorj0gmq0026qtiozjrz5w2n,Lander University,lander-university,Greenwood,SC,,cmorj0gng0028qtio1fx2uop0,NCAA_D2,Peach Belt Conference,https://landerbearcats.com/sports/baseball,0
NORMALIZED_NAME,lenoir rhyne,2,cmorjasxz004lqt4w7epq8iye,Lenoir-Rhyne University,lenoir-rhyne-university,Hickory,NC,,cmorjasyn004nqt4wnjbqb55d,NCAA_D2,South Atlantic Conference,https://lrbears.com/sports/baseball,0
NORMALIZED_NAME,lenoir rhyne,2,cmovlhvrc009lqt20xsm15etg,Lenoir–Rhyne,lenoir-rhyne,Hickory,North Carolina,,cmovlhvs3009nqt20pkseqi32,NCAA_D2,SAC,,0
NORMALIZED_NAME,lincoln memorial,2,cmovlhvx5009xqt20xmn7sbfi,Lincoln Memorial,lincoln-memorial,Harrogate,Tennessee,,cmovlhvxv009zqt20ob7tr5or,NCAA_D2,SAC,,0
NORMALIZED_NAME,lincoln memorial,2,cmorjat3a004xqt4wle1hjyyv,Lincoln Memorial University,lincoln-memorial-university,Harrogate,TN,,cmorjat3x004zqt4w2wndnm04,NCAA_D2,South Atlantic Conference,https://lmurailsplitters.com/sports/baseball,0
NORMALIZED_NAME,hill mars,2,cmovlhw6900afqt208i77fkyq,Mars Hill,mars-hill,Mars Hill,North Carolina,,cmovlhw6x00ahqt20fhps8otu,NCAA_D2,SAC,,0
NORMALIZED_NAME,hill mars,2,cmorjaszb004oqt4wby4beihf,Mars Hill University,mars-hill-university,Mars Hill,NC,,cmorjaszz004qqt4wrikaxsct,NCAA_D2,South Atlantic Conference,https://marshilllions.com/sports/baseball,0
NORMALIZED_NAME,miami,2,cmou7sknj00g9qtagx86tk6jp,Miami University,miami-university,Oxford,OH,,cmou7skoa00gbqtagdohm68a4,NCAA_D1,MAC,https://miamiredhawks.com/sports/baseball,2
NORMALIZED_NAME,miami,2,cmosowntd000lqtuoyvr4xd0q,University of Miami,university-of-miami,Coral Gables,FL,,cmosownu4000nqtuowsumxl0o,NCAA_D1,,,4
NORMALIZED_NAME,midland,2,cmox067kl0083qtgczg7bx4q5,Midland,midland,,NE,,cmox067l90085qtgcpz55jo7s,NAIA,Great Plains Athletic Conference,https://naiastats.prestosports.com/sports/bsb/2024-25/teams/midland,0
NORMALIZED_NAME,midland,2,cmox1gi8a0073qtsg01m46kpe,Midland College,midland-college,,TX,,cmox1gi900075qtsgsa2d4es5,NJCAA_D1,Region 5,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/midlandcollege,0
NORMALIZED_NAME,mississippi,2,cmovlhwsb00blqt20p3qkehr1,Mississippi College,mississippi-college,Clinton,Mississippi,,cmovlhwt000bnqt20uye43k5b,NCAA_D2,Gulf South,,0
NORMALIZED_NAME,mississippi,2,cmosp9qk8001xqtygdf9x52ry,University of Mississippi,university-of-mississippi,Oxford,MS,,cmosp9qkw001zqtygt4z58ipw,NCAA_D1,SEC,https://olemisssports.com/sports/baseball,4
NORMALIZED_NAME,mount olive,2,cmovlhx4100c9qt20kqipia3l,Mount Olive,mount-olive,Mount Olive,North Carolina,,cmovlhx4r00cbqt20dzfks0mk,NCAA_D2,Carolinas,,0
NORMALIZED_NAME,mount olive,2,cmorj0gyc002uqtiog9sy3cgd,Mount Olive University,mount-olive-university,Mount Olive,NC,,cmorj0gzb002wqtioztlizymt,NCAA_D2,Conference Carolinas,https://umotrojans.com/sports/baseball,0
NORMALIZED_NAME,murray state,2,cmox238ux0090qtfk9uava4eq,Murray State College,murray-state-college,,OK,,cmox238vm0092qtfk68gmuws6,NJCAA_D2,Region 2,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/murraystatecollege,0
NORMALIZED_NAME,murray state,2,cmou7wkih00hlqt5s33909h6i,Murray State University,murray-state-university,Murray,KY,,cmou7wkj800hnqt5sekexg9mi,NCAA_D1,Ohio Valley,https://goracers.com/sports/baseball,4
NORMALIZED_NAME,england new,2,cmovortrr00gcqt7g0o81s9hm,New England College,new-england-college,,NH,,cmovortsh00geqt7gtb61tp35,NCAA_D3,Great Northeast Athletic Conference,https://athletics.nec.edu/,0
NORMALIZED_NAME,england new,2,cmovorz0j00qiqt7gwfqzh5oi,University of New England,university-of-new-england,,ME,,cmovorz1800qkqt7gpk2bux2h,NCAA_D3,Conference of New England,https://athletics.une.edu,0
NORMALIZED_NAME,newberry,2,cmovlhx6z00cfqt20ae1fwoz2,Newberry,newberry,Newberry,South Carolina,,cmovlhx7o00chqt20k31vvazc,NCAA_D2,SAC,,0
NORMALIZED_NAME,newberry,2,cmorjasr50046qt4wpnm8sum8,Newberry College,newberry-college,Newberry,SC,,cmorjasrs0048qt4w511988de,NCAA_D2,South Atlantic Conference,https://newberrywolves.com/sports/baseball,0
NORMALIZED_NAME,central north,2,cmovortz200grqt7gzege7bvq,North Central College,north-central-college,,IL,,cmovortzt00gtqt7gtmqsti0v,NCAA_D3,College Conference of Illinois & Wisconsin,https://northcentralcardinals.com,0
NORMALIZED_NAME,central north,2,cmovoru0m00guqt7g2kej3n66,North Central University,north-central-university,,MN,,cmovoru1d00gwqt7gf96yn7ik,NCAA_D3,Upper Midwest Athletic Conference,https://www.ncurams.com,0
NORMALIZED_NAME,greenville north,2,cmovlhxb700coqt20ixz4ht1r,North Greenville,north-greenville,Tigerville,South Carolina,,cmovlhxbw00cqqt20kwrn7hz7,NCAA_D2,Carolinas,,0
NORMALIZED_NAME,greenville north,2,cmorj0gl80023qtiowcp5onup,North Greenville University,north-greenville-university,Tigerville,SC,,cmorj0gm00025qtiofpwvzsxm,NCAA_D2,Conference Carolinas,https://nguathletics.com/sports/baseball,0
NORMALIZED_NAME,northwestern,2,cmowzs1aw0053qt4wrwplawbf,Northwestern,northwestern,,IA,,cmowzs1bo0055qt4wob02fmwj,NAIA,Great Plains Athletic Conference,https://naiastats.prestosports.com/sports/bsb/2024-25/teams/northwestern,0
NORMALIZED_NAME,northwestern,2,cmoss3un1003cqtao6c08qtft,Northwestern University,northwestern-university,Evanston,IL,,cmoss3uno003eqtaonzgvlr9p,NCAA_D1,,,4
NORMALIZED_NAME,reinhardt,2,cmowzs1o3005uqt4wpekfzkhk,Reinhardt,reinhardt,,GA.,,cmowzs1ou005wqt4wp2qt9w0a,NAIA,Appalachian Athletic Conference,https://naiastats.prestosports.com/sports/bsb/2024-25/teams/reinhardtga,0
NORMALIZED_NAME,reinhardt,2,cmorj0h79003cqtioydx0o97u,Reinhardt University,reinhardt-university,Waleska,GA,,cmorj0h7z003eqtiokq3f4k04,NAIA,Appalachian Athletic Conference,https://reinhardteagles.com/sports/baseball,0
NORMALIZED_NAME,island rhode,2,cmovorvhs00jiqt7g1uqmbhcw,Rhode Island College,rhode-island-college,,RI,,cmovorvij00jkqt7g7rnd06wk,NCAA_D3,Little East Conference,https://www.goanchormen.com,0
NORMALIZED_NAME,island rhode,2,cmou65qee008xqt1o7ljwn00l,University of Rhode Island,university-of-rhode-island,Kingston,RI,,cmou65qf4008zqt1oaxiecdfx,NCAA_D1,,,4
NORMALIZED_NAME,francis saint,2,cmowzs1sl0063qt4w2c8vrz25,Saint Francis,saint-francis,,IN,,cmowzs1tf0065qt4wf2jc26kg,NAIA,Crossroads League,https://naiastats.prestosports.com/sports/bsb/2024-25/teams/saintfrancisin,0
NORMALIZED_NAME,francis saint,2,cmou7zwi600jiqt182wps2oyk,Saint Francis University,saint-francis-university,Loretto,PA,,,,,,0
NORMALIZED_NAME,simpson,2,cmowzs1vl0069qt4wsqb6a8yr,Simpson,simpson,,CA,,cmowzs1wc006bqt4wog3ldsij,NAIA,North Star Athletic Association,https://naiastats.prestosports.com/sports/bsb/2024-25/teams/simpsonca,0
NORMALIZED_NAME,simpson,2,cmovorwhr00liqt7ge84z7igf,Simpson College,simpson-college,,IA,,cmovorwih00lkqt7gve94wx1g,NCAA_D3,American Rivers Conference,https://simpsonathletics.com,0
NORMALIZED_NAME,southern wesleyan,2,cmovlhz5u00glqt20q1q4sk69,Southern Wesleyan,southern-wesleyan,Central,South Carolina,,cmovlhz6j00gnqt20x08pngd9,NCAA_D2,Carolinas,,0
NORMALIZED_NAME,southern wesleyan,2,cmorjasts004cqt4w6w7jai0o,Southern Wesleyan University,southern-wesleyan-university,Central,SC,,cmorjasuf004eqt4wj17506z5,NCAA_D2,Conference Carolinas,https://swuathletics.com/sports/baseball,0
NORMALIZED_NAME,st thomas,2,cmowzs25w006uqt4w8e2l0xp7,St. Thomas,st-thomas,,FLA.,,cmowzs26n006wqt4ww0ftc7cs,NAIA,The Sun Conference,https://naiastats.prestosports.com/sports/bsb/2024-25/teams/stthomas,0
NORMALIZED_NAME,st thomas,2,cmrxrdwxt001qqtx0a2ko0tgd,University of St. Thomas,university-of-st-thomas-minnesota,St. Paul,MN,NCAA_D1,cmrxrdwxt001rqtx0d6a23mph,NCAA_D1,,https://tommiesports.com/sports/baseball,0
NORMALIZED_NAME,ross state sul,2,cmovlhze900h3qt20rprhdg7t,Sul Ross State,sul-ross-state,Alpine,Texas,,cmovlhzex00h5qt20txs4kxrj,NCAA_D2,Lone Star,,0
NORMALIZED_NAME,ross state sul,2,cmovorxmc00noqt7gwaxaohxc,Sul Ross State University,sul-ross-state-university,,TX,,cmovorxn300nqqt7gcyjmb2dg,NCAA_D3,Lone Star Conference,https://www.srlobos.com,0
NORMALIZED_NAME,temple,2,cmox1gkap00biqtsgb8q7r863,Temple College,temple-college,,TX,,cmox1gkbd00bkqtsgdwywffg5,NJCAA_D1,Region 5,https://njcaastats.prestosports.com/sports/bsb/2024-25/div1/teams/templecollege,0
NORMALIZED_NAME,temple,2,cmou57egv0083qtdw0yqps6gp,Temple University,temple-university,Philadelphia,PA,,,,,,0
NORMALIZED_NAME,tennessee wesleyan,2,cmox069px00cuqtgcav6r1c9b,Tennessee Wesleyan,tennessee-wesleyan,,TN,,cmox069qm00cwqtgctmeoi8kx,NAIA,Appalachian Athletic Conference,https://naiastats.prestosports.com/sports/bsb/2024-25/teams/tennesseewesleyan,0
NORMALIZED_NAME,tennessee wesleyan,2,cmorj0hbg003lqtio2flk2ko3,Tennessee Wesleyan University,tennessee-wesleyan-university,Athens,TN,,cmorj0hc5003nqtioipyn2utb,NAIA,Appalachian Athletic Conference,https://twbulldogs.com/sports/baseball,0
NORMALIZED_NAME,texas,2,cmox069sn00d0qtgcjtotjzzk,Texas College,texas-college,,TX,,cmox069ta00d2qtgce5kg87su,NAIA,Red River Athletic Conference,https://naiastats.prestosports.com/sports/bsb/2024-25/teams/texascollege,0
NORMALIZED_NAME,texas,2,cmosp9qth002fqtyg9zds0e99,University of Texas,university-of-texas,Austin,TX,,cmosp9qu7002hqtygj0un0afw,NCAA_D1,SEC,https://texaslonghorns.com/sports/baseball,4
NORMALIZED_NAME,thomas,2,cmox069va00d6qtgcn0ndzzas,Thomas,thomas,,GA,,cmox069w000d8qtgc3rhehrz6,NAIA,Southern States Athletic Conference,https://naiastats.prestosports.com/sports/bsb/2024-25/teams/thomas,0
NORMALIZED_NAME,thomas,2,cmovory1600oiqt7g6g310flh,Thomas College,thomas-college,,ME,,cmovory1w00okqt7gyxpmt79g,NCAA_D3,North Atlantic Conference,https://www.thomasathletics.com,0
NORMALIZED_NAME,tusculum,2,cmovlhznz00hoqt20smgedllb,Tusculum,tusculum,Tusculum,Tennessee,,cmovlhzoo00hqqt206jyiiwpq,NCAA_D2,SAC,,0
NORMALIZED_NAME,tusculum,2,cmorjat4k0050qt4wuinkw7vf,Tusculum University,tusculum-university,Greeneville,TN,,cmorjat560052qt4wdppglume,NCAA_D2,South Atlantic Conference,https://tusculumpioneers.com/sports/baseball,0
NORMALIZED_NAME,wingate,2,cmovli0wd00kcqt20cgeygf4d,Wingate,wingate,Wingate,North Carolina,,cmovli0x200keqt20b74md9zh,NCAA_D2,SAC,,0
NORMALIZED_NAME,wingate,2,cmorj0gva002oqtiogdc4aysl,Wingate University,wingate-university,Wingate,NC,,cmorj0gw0002qqtio340sbbm4,NCAA_D2,South Atlantic Conference,https://wingatebulldogs.com/sports/baseball,0
NORMALIZED_NAME,xavier,2,cmowzs2u20086qt4w33qae7md,Xavier,xavier,,LA.,,cmowzs2ut0088qt4wx9sruh8g,NAIA,Red River Athletic Conference,https://naiastats.prestosports.com/sports/bsb/2024-25/teams/xavierla,0
NORMALIZED_NAME,xavier,2,cmou6bado00b3qticrimagx0v,Xavier University,xavier-university,Cincinnati,OH,,cmou6baee00b5qtic8uzfufb4,NCAA_D1,,,4
